Species;SRR7048708_S53;SRR7049045_VS.B1;SRR7049060_MP79;SRR7049061_MP78;SRR7049072_MP74;SRR7049073_S47;SRR7049084_MP45;SRR7049085_MP44;SRR7049086_MP47;SRR7049087_MP46;SRR7049088_MP41;SRR7049090_MP43;SRR7049091_MP42;SRR7049096_MP49;SRR7049097_MP48;SRR7049153_FP56;SRR7049154_FP55;SRR7049155_FP58;SRR7049156_FP57;SRR7049157_FP60;SRR7049158_FP59;SRR7049159_AS.B5;SRR7049160_AS.B4;SRR7049161_S54;SRR7049162_S55;SRR7049163_S56;SRR7049164_S57;SRR7049165_S58;SRR7049166_S59;SRR7049167_S60;SRR7049168_S61;SRR7049169_S62;SRR7049170_S63;SRR7049173_FP73;SRR7049174_FP74;SRR7049183_FP76;SRR7049184_FP75;SRR7049187_FP80;SRR7049188_FP79;SRR7049201_FP64;SRR7049202_FP63;SRR7049225_FP62;SRR7049226_FP61;SRR7049247_VS.B4;SRR7049248_VS.B3;SRR7049253_MP71;SRR7049255_MP70;SRR7049256_MP73;SRR7049257_MP72;SRR7049258_MP75
Halothermothrix orenii;21;2;0;0;0;8;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0;16;6;0;12;0;14;58;108;81;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Halothiobacillus neapolitanus;20;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;8;4;0;8;0;10;29;63;48;44;2;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0
Helicobacter acinonychis;18;2;2;0;0;8;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;0;4;2;5;6;0;10;14;55;16;34;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Helicobacter bilis;26;0;0;2;0;10;0;0;2;0;2;2;0;0;0;0;0;0;0;0;2;2;0;12;6;0;12;0;4;60;117;65;62;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0
Helicobacter cetorum;20;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;8;3;2;12;0;7;32;80;61;44;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0
Helicobacter cinaedi;30;4;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;8;7;2;23;2;18;38;85;67;36;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Helicobacter felis;12;0;2;0;0;11;0;0;4;0;0;0;0;6;0;4;2;0;4;0;0;6;0;8;5;0;8;0;4;26;64;43;22;0;0;0;2;2;0;0;2;2;0;0;0;0;0;0;0;2
Helicobacter hepaticus;25;0;2;0;0;4;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;6;0;4;6;0;12;2;4;38;84;24;58;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Helicobacter himalayensis;18;0;0;0;0;16;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;2;0;12;4;0;8;0;12;28;165;106;59;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Helicobacter mustelae;14;2;0;0;0;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;4;8;2;8;2;14;17;48;35;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Helicobacter pylori;16;2;0;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;4;2;0;16;2;2;23;86;36;46;2;0;2;0;0;2;2;0;2;0;0;0;0;0;0;0;0
Helicobacter sp;8;2;0;0;0;10;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;0;4;1;2;6;2;4;21;80;82;30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Heliobacterium modesticaldum;18;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;12;4;0;10;0;4;22;213;48;34;0;0;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0
Herbaspirillum hiltneri;20;4;1;0;0;6;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;3;4;4;10;11;12;4;6;34;110;126;50;0;0;2;1;0;2;0;2;2;0;0;0;0;0;2;0;0
Herbaspirillum robiniae;11;6;0;1;0;14;0;0;0;0;2;0;0;0;0;0;2;2;2;2;2;14;10;6;6;11;7;4;6;23;59;50;47;0;0;1;2;2;1;0;0;2;2;3;0;0;0;2;0;2
Herbaspirillum rubrisubalbicans;20;6;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;6;10;2;10;14;2;12;44;158;65;59;0;0;0;2;0;0;0;0;0;2;4;0;0;2;0;0;2
Herbaspirillum seropedicae;16;4;2;3;0;9;0;0;4;0;1;0;0;0;0;2;0;0;0;0;0;4;6;18;2;11;18;2;6;57;116;51;46;0;0;0;2;0;1;0;0;6;0;0;4;0;0;1;2;0
Herbaspirillum sp;34;10;0;0;0;9;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;16;4;19;10;10;12;4;10;46;132;146;86;0;0;2;0;0;0;0;0;2;0;2;0;0;0;0;2;0
Herbivorax saccincola;42;0;0;0;0;16;0;2;2;0;0;0;0;0;0;2;0;0;0;2;0;2;2;14;9;4;16;2;4;70;124;105;88;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Herminiimonas arsenicoxydans;20;8;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;15;0;10;7;0;16;37;136;166;48;0;0;0;2;0;2;0;2;0;0;2;2;0;2;0;0;0
Herpetosiphon aurantiacus;45;8;0;2;0;22;2;0;2;0;0;0;2;0;0;0;2;0;0;0;0;8;8;32;6;6;67;2;10;68;309;134;105;0;0;4;0;0;0;0;2;0;4;0;0;0;0;0;0;2
Hippea maritima;37;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;16;6;2;17;2;6;19;94;36;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Hirschia baltica;25;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;10;6;0;25;0;20;49;154;74;78;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;2;2
Histophilus somni;19;2;2;0;0;17;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;9;0;2;18;0;51;38;51;42;15;0;0;0;0;0;0;2;0;4;0;0;0;0;2;0;0;2
Hoeflea sp;36;8;0;0;0;14;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;8;4;46;4;2;53;2;6;22;84;42;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hoyosella subflava;21;6;4;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;21;2;4;4;4;2;39;163;41;43;0;0;0;0;0;0;0;2;0;4;0;0;0;0;2;2;0
Hydrogenobacter thermophilus;12;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;3;12;0;4;31;85;40;58;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Hydrogenobaculum sp;29;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;6;2;0;12;0;14;33;95;64;46;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Hydrogenophaga crassostreae;20;14;2;0;0;12;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;24;6;14;2;3;6;2;6;50;94;76;60;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;2
Hydrogenophaga sp;32;12;0;3;0;5;0;2;2;1;0;0;2;0;0;0;0;0;0;0;0;24;22;14;2;18;14;0;4;53;80;70;50;0;0;0;0;0;2;2;0;2;0;4;0;1;0;0;2;0
Hymenobacter sedentarius;28;2;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;13;12;6;6;27;0;12;62;304;141;63;0;0;2;2;0;0;0;0;0;0;2;0;0;0;0;0;2
Hymenobacter sp;23;6;0;0;0;17;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2;4;16;6;8;10;0;14;64;258;92;68;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Hymenobacter swuensis;34;2;0;0;0;10;2;0;4;2;0;0;0;0;0;2;0;4;0;0;4;10;2;16;6;10;23;4;12;35;283;98;76;0;0;2;0;0;0;0;0;0;0;4;0;0;0;4;0;0
Hyphomicrobium denitrificans;3;6;0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;6;0;4;2;6;0;2;21;49;26;49;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0
Hyphomicrobium sp;54;4;0;0;0;27;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;4;18;10;4;10;0;2;38;126;54;56;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Hyphomonas neptunium;18;2;0;0;0;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;2;8;4;3;16;0;6;20;78;77;36;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;2
Hyphomonas sp;16;2;0;0;2;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;12;12;16;2;2;12;2;2;20;53;30;43;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0
Ichthyobacterium seriolicida;21;0;0;0;0;4;0;0;2;0;0;0;2;0;0;2;0;0;0;0;0;0;0;9;6;2;15;2;6;48;88;41;45;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Idiomarina loihiensis;20;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;8;2;1;16;2;3;50;82;54;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Idiomarina sp;16;0;0;2;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;11;0;8;25;52;79;20;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0
Ignavibacterium album;72;0;0;0;0;19;0;4;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;11;22;10;11;0;22;80;215;117;151;0;0;2;0;2;0;0;0;0;0;0;0;0;2;0;0;0
Ilumatobacter coccineus;33;12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;32;2;4;12;0;5;42;114;42;35;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;2
Ilyobacter polytropus;39;2;0;0;0;12;0;0;0;0;0;2;0;0;0;0;0;0;2;0;2;0;0;12;4;2;31;4;18;43;96;62;70;0;0;4;0;0;2;0;0;0;0;0;2;0;0;0;0;0
Immundisolibacter cernigliae;4;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;10;2;6;2;0;1;14;47;46;24;0;0;0;0;0;0;1;0;2;0;2;2;0;0;0;0;0
Intestinimonas butyriciproducens;18;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;20;8;4;16;4;5;37;110;48;31;0;0;0;2;0;0;0;0;2;2;6;0;0;0;0;0;0
Intrasporangium calvum;14;2;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;2;0;12;6;0;10;52;36;37;0;0;0;2;0;0;0;0;0;0;6;0;0;0;2;0;0
Isoptericola dokdonensis;20;2;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;38;8;3;17;0;10;30;63;12;66;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Isoptericola variabilis;21;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;20;6;2;13;0;3;51;112;7;43;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Isosphaera pallida;26;4;0;0;0;9;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;8;4;10;4;2;6;0;10;32;124;60;40;0;0;0;4;0;0;2;0;0;0;4;0;0;0;2;0;0
Janibacter indicus;22;2;0;0;0;17;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;18;2;21;0;1;12;2;5;25;79;15;51;0;0;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Jannaschia sp;22;6;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;4;0;16;0;8;30;81;48;48;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0
Janthinobacterium agaricidamnosum;39;6;0;0;0;11;0;0;0;0;0;2;4;0;2;0;0;0;0;0;0;14;7;18;0;7;22;2;2;50;193;97;45;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Janthinobacterium sp;20;10;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;14;16;4;6;16;0;12;41;169;132;48;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0
Janthinobacterium svalbardensis;29;10;1;0;0;16;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;46;12;16;6;7;24;2;20;63;222;123;47;0;0;2;0;0;0;0;0;0;0;10;2;0;0;0;0;2
Jeongeupia sp;12;4;0;0;0;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8;4;2;4;12;12;2;9;21;93;60;31;0;0;0;0;0;2;0;0;2;0;1;2;0;0;0;2;0
Jeotgalibaca dankookensis;130;2;0;2;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17;23;5;34;3;25;85;224;116;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jeotgalibaca sp;204;4;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;28;4;60;6;40;145;399;97;131;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Jeotgalibacillus malaysiensis;80;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;6;27;4;4;21;0;15;87;203;112;87;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0
Jonesia denitrificans;28;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;2;0;32;9;0;18;4;2;44;108;46;138;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0
Kangiella koreensis;42;0;0;0;0;13;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;4;2;12;2;0;15;0;8;33;153;69;28;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Kangiella profundi;28;2;0;0;0;22;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;2;11;8;2;22;2;16;36;114;56;48;0;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;2
Kangiella sediminilitoris;20;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;18;8;2;33;0;10;50;108;61;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ketobacter alkanivorans;39;4;0;0;0;21;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;4;0;10;11;7;36;2;10;52;174;140;88;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ketogulonicigenium robustum;10;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;2;2;0;2;2;18;82;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ketogulonicigenium vulgare;12;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;6;0;2;8;0;0;14;25;21;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kibdelosporangium phytohabitans;37;8;0;1;0;11;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;20;4;24;6;2;34;4;4;90;161;87;65;0;0;2;4;2;0;0;0;0;0;4;2;0;0;0;2;0
Kineococcus radiotolerans;14;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;8;10;12;11;2;9;0;6;33;39;16;40;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Kingella kingae;74;2;0;2;0;122;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;24;184;2;24;265;1159;1695;82;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
Kiritimatiella glycovorans;10;2;0;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;8;2;4;6;0;14;0;0;6;67;26;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Kitasatospora albolonga;6;0;0;0;0;6;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;6;2;0;8;0;0;10;28;36;14;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0
Kitasatospora aureofaciens;14;4;0;0;0;9;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;2;9;5;0;9;2;2;32;58;20;35;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;2
Kitasatospora setae;12;6;0;0;0;12;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;2;6;4;4;2;2;3;24;85;20;43;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0;0
Kitasatospora sp;46;4;0;0;0;10;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;13;2;2;10;4;4;30;84;48;52;0;0;6;0;0;0;0;0;2;0;2;0;0;0;0;0;0
Klebsiella aerogenes;10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;7;2;4;15;34;23;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Klebsiella michiganensis;6;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;6;20;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Klebsiella oxytoca;4;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;2;0;2;0;0;8;10;12;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Klebsiella pneumoniae;16;2;0;2;0;8;6;0;2;0;2;0;2;0;0;0;0;0;2;2;0;2;0;6;8;0;18;0;4;12;68;44;20;0;0;0;0;4;2;0;0;0;2;0;0;0;4;2;0;0
Klebsiella quasipneumoniae;12;4;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;6;0;2;22;37;28;22;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Klebsiella quasivariicola;12;2;0;0;0;8;0;2;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;6;2;0;6;0;5;21;80;58;52;0;0;2;2;0;0;0;2;0;0;2;0;0;0;0;0;0
Klebsiella sp;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;2;2;0;0;0;12;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Klebsiella variicola;4;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;9;4;6;4;4;3;18;87;43;40;0;0;0;4;0;4;0;0;0;0;0;1;0;0;0;0;0
Kocuria flava;40;6;2;0;0;10;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;2;2;18;10;4;37;0;8;56;96;41;57;0;0;0;5;0;0;0;0;0;2;1;2;0;0;0;0;0
Kocuria palustris;26;5;0;0;0;12;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;33;0;26;4;3;19;2;4;38;53;0;34;0;0;2;0;0;0;0;0;0;0;0;6;0;0;0;2;0
Kocuria rhizophila;18;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;33;4;2;20;6;4;37;60;12;70;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0
Komagataeibacter europaeus;10;2;0;0;0;2;0;2;0;0;0;0;2;0;0;0;2;0;0;2;0;2;2;12;4;0;4;2;0;14;30;26;23;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0
Komagataeibacter medellinensis;8;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;2;6;2;4;6;74;38;32;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0
Komagataeibacter nataicola;12;0;2;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;10;6;4;8;2;4;22;58;35;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Komagataeibacter xylinus;14;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;2;10;2;2;10;53;16;28;0;0;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0
Kosakonia cowanii;15;2;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;3;14;0;11;41;104;145;55;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Kosakonia oryzae;14;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;6;6;0;16;2;12;35;84;44;26;0;0;0;0;2;0;0;4;0;0;6;0;0;0;0;0;2
Kosakonia radicincitans;20;2;0;0;0;6;0;0;0;0;0;0;2;2;0;2;0;0;0;0;0;4;0;2;2;4;11;0;2;33;111;110;32;2;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0
Kosakonia sacchari;33;6;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;19;0;4;18;0;10;25;105;64;58;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0
Kosmotoga olearia;21;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;34;7;0;13;4;4;43;94;42;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kozakia baliensis;26;4;0;0;0;12;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;10;0;2;2;2;2;2;2;30;66;27;24;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Kribbella flavida;28;8;0;0;0;9;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;8;2;7;12;0;6;2;8;36;75;36;62;2;0;3;1;0;0;0;0;2;0;4;0;0;0;0;0;2
Kurthia sp;170;0;0;0;2;42;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;4;2;41;11;6;48;6;27;101;247;124;119;0;0;4;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Kushneria konosiri;22;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;12;2;0;8;2;6;33;80;26;38;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0
Kushneria marisflavi;8;0;0;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;38;0;0;8;0;4;36;69;60;41;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Kutzneria albida;24;12;2;0;0;17;0;2;0;2;0;0;0;0;0;4;0;0;2;0;0;6;12;12;6;4;16;4;12;33;109;52;55;0;0;8;2;2;4;2;0;2;2;6;0;0;2;0;0;0
Kyrpidia tusciae;11;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;14;2;0;10;0;2;20;43;9;14;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Kytococcus sedentarius;27;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;16;4;2;8;2;5;16;66;9;42;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Labilithrix luteola;43;16;0;0;0;23;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;8;30;22;6;28;4;12;60;370;129;110;0;0;7;0;0;0;0;0;0;0;6;2;0;0;0;2;0
Labrenzia aggregata;4;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;16;2;0;8;0;2;12;42;28;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Labrenzia sp;8;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;2;14;24;11;15;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lachnoclostridium phytofermentans;86;6;0;0;0;39;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;8;0;41;21;10;36;6;28;157;321;193;221;0;0;2;0;0;0;0;2;0;2;0;2;0;0;2;0;0
Lachnoclostridium sp;79;8;2;0;0;43;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;15;4;26;25;7;54;7;26;118;388;140;202;0;0;0;0;0;2;0;0;2;0;52;33;0;2;0;4;0
Lacimicrobium alkaliphilum;20;2;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;6;0;18;6;5;19;4;7;52;119;84;79;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0
Lacinutrix sp;41;0;0;0;2;10;0;0;0;0;0;2;4;0;0;0;0;0;0;0;2;0;2;12;12;0;32;2;18;88;198;136;74;0;0;4;2;0;0;0;0;2;4;0;0;0;0;0;0;0
Lacinutrix venerupis;45;0;0;0;0;12;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;22;13;0;32;2;5;89;224;98;80;0;0;4;0;0;0;0;0;2;0;0;0;2;0;0;0;0
Lactobacillus acetotolerans;35;0;2;0;0;12;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;26;7;0;9;10;2;46;126;56;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus acidophilus;70;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;64;25;3;63;4;14;98;102;102;93;0;0;0;0;0;0;2;0;0;0;2;0;0;2;0;0;0
Lactobacillus agilis;109;0;0;0;0;14;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;2;0;27;12;6;59;16;28;176;124;147;52;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus alimentarius;51;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;24;10;2;17;2;14;104;119;94;75;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus allii;62;2;0;0;0;24;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;17;4;2;29;1;11;52;153;104;126;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;2;0
Lactobacillus amylolyticus;19;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;42;2;5;11;2;7;30;65;72;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus amylophilus;35;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;7;6;11;1;6;57;106;159;56;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Lactobacillus amylovorus;55;0;0;0;0;20;0;0;0;2;2;0;0;0;0;0;0;0;2;2;0;0;0;39;32;0;22;2;14;53;105;97;101;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0
Lactobacillus backii;44;4;0;0;0;13;0;0;0;4;0;2;0;0;0;2;0;0;0;0;0;0;2;15;1;3;15;5;7;44;96;79;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus brevis;20;2;16;2;10;9;8;8;0;0;0;12;10;0;0;0;0;6;0;2;6;0;0;20;4;4;12;4;7;27;83;49;60;8;0;0;12;9;6;0;0;0;0;2;0;0;12;4;2;6
Lactobacillus buchneri;18;4;2;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;2;10;0;8;35;97;70;35;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
